Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
05-05-2022,S004,P0005,Furniture,East,434,296,120,298.72,32.26,5,Cloudy,1,36.14,Summer
30-05-2022,S003,P0003,Toys,South,293,220,68,239.7,94.98,15,Sunny,1,95.46,Summer
12-02-2022,S003,P0006,Groceries,East,380,193,131,189.53,49.02,15,Cloudy,1,44.42,Winter
17-01-2022,S002,P0013,Groceries,East,358,179,127,175.43,91.73,5,Sunny,0,95.94,Spring
10-02-2022,S004,P0003,Electronics,West,413,374,89,390.51,73.97,10,Rainy,1,72.79,Spring
04-04-2022,S004,P0016,Clothing,South,384,110,71,125.57,77.3,0,Snowy,0,81.45,Spring
11-05-2022,S001,P0010,Clothing,South,314,108,170,110.74,84.18,15,Sunny,0,79.62,Autumn
29-04-2022,S005,P0008,Groceries,West,231,143,159,150.69,56.7,20,Cloudy,0,59.61,Autumn
05-05-2022,S003,P0020,Electronics,East,181,54,84,53.95,21.33,20,Rainy,0,18.66,Spring
27-02-2022,S004,P0008,Clothing,South,120,21,139,30.76,86.36,15,Snowy,0,87.59,Autumn
31-01-2022,S001,P0015,Toys,North,293,285,135,289.96,26.71,0,Sunny,0,26.38,Winter
15-04-2022,S004,P0012,Groceries,East,185,127,195,118.07,55.72,10,Rainy,0,54.06,Winter
07-02-2022,S002,P0009,Clothing,East,57,46,61,61.82,59.01,20,Sunny,0,57.33,Winter
14-05-2022,S001,P0018,Clothing,East,268,155,57,148.46,29.51,5,Sunny,0,24.8,Autumn
08-02-2022,S003,P0013,Groceries,West,453,193,105,193.49,64.49,15,Snowy,1,68.62,Summer
03-03-2022,S004,P0002,Furniture,South,307,139,25,152.01,44.67,0,Sunny,0,43.21,Winter
01-01-2022,S005,P0020,Electronics,South,108,101,52,105.92,11.04,10,Snowy,1,9.14,Autumn
01-05-2022,S004,P0002,Electronics,North,235,56,140,52.03,71.52,5,Snowy,1,68.45,Winter
23-03-2022,S002,P0003,Groceries,North,147,30,49,23.8,93.85,15,Rainy,1,94.03,Autumn
24-05-2022,S001,P0016,Groceries,South,491,331,121,337.02,14.22,20,Sunny,1,12.25,Autumn
29-04-2022,S002,P0001,Toys,South,346,74,163,77.07,13.73,0,Cloudy,0,11.05,Winter
25-03-2022,S004,P0014,Groceries,East,417,69,155,59.98,55.37,10,Snowy,1,50.54,Spring
11-01-2022,S002,P0016,Toys,South,439,58,191,77.75,16.44,15,Rainy,0,17.7,Winter
27-05-2022,S001,P0018,Groceries,East,353,26,104,45.6,94.26,0,Snowy,1,93.21,Summer
18-01-2022,S003,P0005,Toys,West,325,46,168,59.68,42.38,10,Sunny,1,39.96,Summer
18-02-2022,S005,P0017,Toys,South,419,212,45,228.33,72.78,20,Cloudy,0,69.08,Autumn
15-04-2022,S004,P0016,Furniture,North,233,166,54,182.63,93.54,10,Cloudy,1,96.35,Winter
10-02-2022,S001,P0011,Furniture,South,229,109,33,126.09,86.21,20,Snowy,0,86.82,Winter
09-02-2022,S001,P0020,Electronics,West,463,227,33,218.43,69.25,5,Cloudy,0,69.61,Winter
16-01-2022,S005,P0007,Groceries,West,378,246,187,249.29,13.21,10,Snowy,1,10.1,Summer
31-03-2022,S001,P0001,Clothing,South,358,85,151,91.85,63.02,0,Sunny,0,61.79,Autumn
16-02-2022,S004,P0006,Furniture,North,223,133,133,133.94,84.26,0,Rainy,0,82.36,Autumn
07-04-2022,S001,P0005,Clothing,East,141,70,158,87.31,69.5,20,Rainy,0,67.6,Summer
07-03-2022,S003,P0011,Clothing,South,492,362,50,378.98,31.91,10,Sunny,1,34.59,Spring
03-01-2022,S005,P0007,Clothing,West,368,77,44,95.69,63.61,5,Rainy,1,63.81,Winter
18-05-2022,S004,P0016,Toys,North,261,35,170,26.46,72.22,10,Cloudy,1,76.74,Summer
15-05-2022,S004,P0004,Groceries,North,440,47,169,41.45,53.89,10,Snowy,1,57.86,Summer
28-05-2022,S003,P0010,Electronics,West,456,95,180,112.32,11.71,0,Cloudy,0,6.75,Summer
20-04-2022,S003,P0010,Clothing,North,163,103,102,103.46,77.64,15,Sunny,1,80.48,Spring
14-05-2022,S002,P0005,Furniture,West,169,6,166,0.14,11.47,5,Rainy,1,12.28,Summer
25-05-2022,S002,P0019,Clothing,East,442,389,166,387.12,75.76,15,Rainy,1,73.39,Winter
17-01-2022,S002,P0004,Groceries,West,411,368,66,371.89,17.02,20,Snowy,0,20.09,Autumn
15-05-2022,S001,P0014,Furniture,East,339,10,131,23.79,88.41,0,Cloudy,1,85.31,Summer
04-01-2022,S003,P0012,Electronics,North,181,5,37,18.13,75.41,5,Rainy,1,75.03,Summer
24-05-2022,S003,P0014,Furniture,West,75,41,35,40.27,94.48,0,Rainy,0,91.77,Autumn
06-02-2022,S001,P0017,Clothing,East,62,0,151,-8.82,22.15,5,Sunny,1,24.25,Spring
06-01-2022,S004,P0007,Groceries,North,129,80,164,87.51,68.16,15,Rainy,1,71.46,Autumn
10-01-2022,S001,P0015,Clothing,East,413,381,66,394.0,56.71,20,Sunny,0,56.78,Summer
15-02-2022,S003,P0010,Clothing,North,400,202,168,219.1,18.6,0,Snowy,1,23.57,Spring
27-02-2022,S005,P0002,Groceries,East,324,162,118,171.48,94.53,20,Cloudy,0,96.08,Autumn
30-01-2022,S003,P0018,Groceries,South,271,149,134,143.15,18.75,0,Sunny,1,22.89,Winter
03-04-2022,S002,P0005,Groceries,West,262,135,52,140.81,69.17,5,Snowy,0,64.83,Autumn
20-03-2022,S002,P0015,Electronics,East,62,30,193,26.19,75.62,10,Snowy,0,74.89,Winter
21-04-2022,S001,P0002,Furniture,North,71,20,91,26.06,86.47,20,Rainy,0,82.11,Winter
20-05-2022,S003,P0019,Clothing,North,125,84,135,92.16,97.68,15,Sunny,1,93.06,Spring
19-03-2022,S003,P0004,Clothing,West,465,187,55,178.89,36.83,10,Snowy,1,40.87,Summer
16-01-2022,S004,P0020,Clothing,East,272,267,23,257.28,53.17,10,Cloudy,1,55.48,Summer
19-05-2022,S005,P0008,Groceries,East,82,27,57,28.04,81.56,10,Rainy,0,83.68,Winter
14-01-2022,S005,P0019,Groceries,West,65,0,122,-0.03,82.34,20,Rainy,1,79.8,Winter
16-01-2022,S002,P0011,Clothing,North,479,329,108,347.2,55.47,20,Rainy,1,56.45,Winter
19-05-2022,S005,P0001,Toys,West,264,229,49,224.22,66.95,10,Snowy,1,67.64,Spring
19-03-2022,S005,P0014,Groceries,West,342,196,80,213.4,33.78,10,Sunny,1,33.99,Autumn
23-02-2022,S003,P0011,Furniture,North,122,56,23,65.41,40.81,15,Cloudy,0,45.18,Autumn
17-01-2022,S002,P0005,Furniture,North,438,138,61,155.21,91.84,20,Sunny,0,89.06,Winter
26-01-2022,S002,P0006,Electronics,South,496,402,194,420.79,18.7,0,Rainy,0,17.34,Spring
23-01-2022,S002,P0008,Groceries,North,137,101,78,101.49,65.2,0,Rainy,0,60.63,Winter
05-01-2022,S005,P0008,Toys,North,192,74,116,66.44,27.8,10,Sunny,1,31.34,Summer
02-02-2022,S005,P0010,Furniture,West,242,22,108,14.58,97.36,0,Cloudy,1,95.61,Spring
07-05-2022,S005,P0013,Electronics,West,254,89,46,83.83,81.24,5,Rainy,0,86.0,Autumn
04-01-2022,S004,P0020,Groceries,South,364,62,27,68.97,86.86,15,Snowy,0,89.19,Spring
23-04-2022,S004,P0016,Electronics,South,441,122,72,128.49,45.71,20,Rainy,1,48.58,Autumn
30-01-2022,S004,P0009,Groceries,West,110,23,129,24.53,23.62,5,Cloudy,0,27.63,Autumn
20-02-2022,S003,P0001,Clothing,North,127,13,77,3.58,13.4,20,Snowy,0,15.27,Summer
26-05-2022,S005,P0014,Electronics,West,103,15,96,14.78,86.94,0,Rainy,0,91.89,Autumn
15-03-2022,S001,P0006,Groceries,West,113,108,113,122.03,86.02,10,Snowy,0,87.86,Spring
04-01-2022,S003,P0018,Toys,North,431,309,165,323.61,37.49,20,Cloudy,0,40.66,Autumn
12-04-2022,S003,P0018,Groceries,South,281,243,144,233.17,50.6,10,Sunny,0,50.67,Autumn
24-03-2022,S005,P0020,Toys,North,97,9,44,18.71,36.03,20,Sunny,0,33.34,Autumn
19-04-2022,S004,P0016,Clothing,South,145,21,71,19.23,49.98,5,Cloudy,1,45.59,Spring
01-01-2022,S003,P0008,Toys,North,223,47,107,45.48,66.53,15,Cloudy,1,70.46,Spring
05-03-2022,S001,P0013,Electronics,North,222,80,31,74.93,13.38,15,Sunny,0,14.2,Winter
27-04-2022,S003,P0017,Electronics,North,406,221,176,216.33,11.81,20,Snowy,0,15.29,Spring
16-05-2022,S004,P0008,Toys,North,179,44,186,55.58,72.6,10,Cloudy,0,73.33,Spring
08-01-2022,S001,P0009,Electronics,South,375,162,64,160.95,22.53,20,Cloudy,0,24.44,Autumn
04-03-2022,S005,P0019,Clothing,East,443,117,81,133.88,96.78,10,Cloudy,0,94.74,Autumn
09-02-2022,S003,P0015,Toys,North,240,157,193,169.6,30.52,15,Sunny,0,30.56,Spring
09-01-2022,S002,P0017,Electronics,South,100,50,99,62.54,48.77,5,Snowy,1,46.12,Spring
26-04-2022,S003,P0005,Furniture,East,184,161,132,161.82,66.47,5,Sunny,1,66.63,Spring
24-01-2022,S003,P0003,Groceries,East,304,63,107,77.44,11.15,20,Cloudy,0,15.98,Spring
27-02-2022,S002,P0010,Toys,South,126,86,181,97.92,98.43,15,Sunny,1,100.37,Summer
02-05-2022,S002,P0011,Electronics,West,467,145,141,155.91,13.13,0,Sunny,0,8.95,Summer
05-05-2022,S002,P0017,Groceries,West,191,183,67,175.55,38.26,10,Cloudy,1,33.73,Autumn
17-03-2022,S003,P0002,Furniture,West,423,271,99,279.13,99.67,0,Rainy,1,95.94,Summer
16-03-2022,S001,P0004,Groceries,South,200,12,71,4.64,18.0,5,Sunny,0,13.73,Winter
05-03-2022,S002,P0019,Groceries,East,406,110,51,119.41,75.07,10,Sunny,1,79.62,Winter
19-02-2022,S004,P0001,Clothing,North,347,337,51,356.7,91.83,15,Sunny,0,94.1,Spring
04-05-2022,S004,P0001,Groceries,South,112,63,105,78.65,48.11,20,Sunny,0,47.44,Autumn
17-05-2022,S001,P0020,Electronics,West,375,335,196,325.27,24.8,5,Cloudy,1,22.15,Spring
26-05-2022,S004,P0011,Furniture,South,386,124,192,135.87,28.84,0,Sunny,1,31.31,Winter
14-04-2022,S004,P0009,Furniture,West,341,7,68,13.62,93.39,20,Rainy,0,92.79,Summer
06-05-2022,S005,P0008,Electronics,East,305,38,116,39.51,27.08,0,Cloudy,0,31.97,Spring
13-02-2022,S005,P0012,Groceries,West,318,205,174,212.57,72.99,15,Snowy,1,71.03,Summer
23-03-2022,S002,P0013,Furniture,East,460,325,73,336.82,84.29,20,Rainy,0,80.36,Spring
15-05-2022,S002,P0017,Clothing,East,284,110,171,108.67,15.57,5,Sunny,1,13.74,Summer
19-02-2022,S001,P0001,Furniture,North,207,27,200,32.44,75.6,0,Snowy,1,71.3,Summer
28-03-2022,S001,P0008,Furniture,South,301,181,159,173.9,98.45,20,Rainy,1,96.95,Winter
02-03-2022,S005,P0002,Toys,West,113,86,159,101.68,48.28,0,Cloudy,1,44.92,Winter
12-03-2022,S001,P0014,Electronics,South,166,32,186,36.24,31.87,0,Cloudy,1,31.07,Spring
10-02-2022,S003,P0019,Groceries,West,318,239,192,241.39,15.69,15,Sunny,0,13.69,Spring
09-03-2022,S004,P0010,Furniture,South,499,483,72,475.57,80.22,20,Rainy,1,83.33,Summer
19-02-2022,S002,P0002,Groceries,West,443,44,144,38.77,87.76,15,Cloudy,0,84.74,Winter
20-04-2022,S005,P0011,Furniture,East,469,346,62,359.9,27.88,15,Cloudy,1,29.29,Autumn
25-04-2022,S005,P0013,Electronics,South,192,118,103,119.27,32.54,10,Snowy,0,29.34,Autumn
28-03-2022,S005,P0004,Toys,North,167,161,65,156.59,34.94,10,Sunny,1,30.11,Winter
13-02-2022,S001,P0016,Electronics,South,182,114,118,131.71,53.05,0,Sunny,0,48.15,Winter
17-02-2022,S003,P0004,Clothing,East,149,13,155,32.66,94.55,5,Sunny,0,93.75,Autumn
20-05-2022,S002,P0010,Electronics,West,363,225,56,229.48,14.06,15,Snowy,0,12.47,Winter
08-02-2022,S002,P0019,Toys,North,443,419,105,409.52,79.93,5,Rainy,1,78.12,Autumn
13-01-2022,S003,P0015,Furniture,North,362,131,149,143.92,56.67,5,Cloudy,0,51.83,Winter
17-02-2022,S003,P0016,Furniture,East,174,86,164,105.28,12.78,10,Snowy,0,16.37,Summer
15-01-2022,S004,P0016,Electronics,East,462,207,76,225.45,12.27,0,Cloudy,1,16.69,Spring
24-05-2022,S005,P0003,Groceries,North,235,49,196,48.99,99.01,10,Rainy,0,100.03,Summer
04-05-2022,S001,P0015,Groceries,East,414,52,161,45.06,27.71,15,Snowy,0,23.41,Summer
20-05-2022,S002,P0005,Furniture,North,446,2,47,19.06,90.16,15,Rainy,0,94.44,Spring
18-02-2022,S004,P0007,Clothing,South,243,179,137,186.46,52.47,0,Snowy,1,51.95,Summer
22-04-2022,S003,P0017,Electronics,West,346,220,110,224.52,30.02,10,Snowy,0,28.51,Spring
24-05-2022,S003,P0003,Clothing,East,266,205,193,215.29,98.45,10,Cloudy,1,103.25,Summer
21-04-2022,S005,P0015,Furniture,North,252,245,111,259.3,74.64,5,Sunny,0,71.85,Spring
09-02-2022,S002,P0019,Clothing,North,87,85,145,76.55,30.87,15,Snowy,0,30.58,Autumn
17-04-2022,S004,P0004,Groceries,North,418,187,21,197.94,10.45,20,Rainy,1,13.33,Spring
04-01-2022,S001,P0005,Electronics,East,470,32,192,45.57,69.65,10,Snowy,0,73.5,Spring
24-01-2022,S002,P0004,Clothing,North,71,13,34,7.55,90.41,15,Rainy,1,91.77,Winter
31-03-2022,S005,P0014,Clothing,West,311,119,155,113.85,75.74,5,Sunny,1,78.34,Winter
20-04-2022,S001,P0016,Groceries,East,62,5,134,19.37,76.28,10,Rainy,1,79.56,Autumn
25-05-2022,S001,P0013,Furniture,East,450,129,47,124.01,53.65,5,Sunny,0,56.21,Winter
06-03-2022,S005,P0007,Clothing,West,254,159,82,159.93,14.18,10,Rainy,0,17.23,Summer
25-05-2022,S004,P0013,Toys,North,430,134,56,127.95,92.95,10,Cloudy,1,92.98,Autumn
13-05-2022,S001,P0018,Clothing,South,281,266,86,260.51,40.82,0,Sunny,0,35.9,Autumn
28-04-2022,S005,P0013,Furniture,North,322,211,112,223.98,82.54,15,Sunny,1,79.26,Spring
04-03-2022,S003,P0020,Clothing,West,127,25,136,19.63,56.59,15,Rainy,1,57.15,Summer
18-01-2022,S002,P0020,Electronics,West,342,268,47,285.0,92.71,0,Cloudy,0,95.7,Spring
12-05-2022,S003,P0017,Electronics,West,174,141,38,136.34,92.22,0,Sunny,1,88.36,Winter
07-05-2022,S004,P0010,Clothing,North,212,34,79,48.86,77.34,0,Sunny,1,79.33,Autumn
07-03-2022,S005,P0001,Toys,East,354,261,170,257.38,38.2,10,Snowy,0,39.11,Winter
20-05-2022,S005,P0014,Furniture,West,488,323,166,327.74,64.66,10,Rainy,0,69.27,Spring
02-02-2022,S004,P0015,Clothing,East,198,22,53,14.78,55.19,20,Snowy,1,50.32,Summer
19-04-2022,S003,P0006,Furniture,North,261,64,132,62.11,80.2,5,Rainy,0,78.66,Winter
22-01-2022,S004,P0008,Electronics,East,308,231,158,225.03,69.75,0,Sunny,0,69.29,Summer
14-01-2022,S005,P0014,Groceries,East,219,80,136,74.02,16.06,20,Sunny,1,19.53,Autumn
25-02-2022,S002,P0005,Groceries,West,87,22,156,30.53,63.2,15,Sunny,1,60.24,Spring
26-01-2022,S003,P0004,Furniture,East,121,32,182,31.65,91.21,5,Snowy,0,93.76,Autumn
09-05-2022,S001,P0002,Clothing,West,280,189,42,207.91,37.5,10,Cloudy,0,33.77,Summer
17-03-2022,S002,P0001,Clothing,West,67,56,115,58.9,45.25,0,Snowy,0,48.15,Summer
02-03-2022,S001,P0007,Groceries,South,383,256,187,259.53,65.17,15,Rainy,0,66.87,Summer
13-01-2022,S004,P0011,Toys,East,263,159,159,174.86,46.31,10,Rainy,0,47.54,Summer
22-01-2022,S003,P0001,Furniture,North,344,156,77,158.45,64.0,15,Cloudy,0,65.52,Spring
16-05-2022,S003,P0010,Clothing,South,51,2,46,19.04,13.43,0,Rainy,1,17.29,Spring
10-03-2022,S001,P0004,Furniture,West,426,424,58,441.49,43.71,20,Snowy,0,44.08,Autumn
16-05-2022,S004,P0002,Electronics,South,54,47,183,66.07,11.1,20,Cloudy,0,11.62,Spring
04-03-2022,S004,P0005,Electronics,East,475,238,68,255.44,20.56,5,Rainy,1,19.52,Summer
28-05-2022,S001,P0012,Furniture,West,87,38,164,31.03,87.07,5,Snowy,1,82.16,Summer
09-03-2022,S005,P0007,Furniture,West,168,45,143,49.91,27.66,10,Sunny,1,28.51,Winter
10-04-2022,S003,P0003,Electronics,East,160,106,150,106.79,81.08,5,Sunny,1,82.86,Autumn
11-03-2022,S001,P0005,Toys,North,333,268,155,284.93,85.4,5,Sunny,1,89.2,Autumn
28-04-2022,S001,P0010,Electronics,West,327,32,100,48.52,59.64,20,Rainy,0,57.23,Summer
23-04-2022,S004,P0015,Groceries,North,272,257,110,254.15,57.62,20,Rainy,1,61.56,Spring
31-03-2022,S002,P0015,Furniture,East,408,238,145,256.95,72.25,5,Sunny,1,70.8,Winter
28-05-2022,S005,P0005,Furniture,South,392,198,122,191.61,60.93,15,Snowy,1,56.83,Summer
27-03-2022,S005,P0019,Groceries,North,253,107,143,124.98,39.36,5,Snowy,0,37.21,Autumn
25-05-2022,S004,P0009,Electronics,West,396,155,28,157.64,44.89,5,Rainy,1,48.67,Spring
21-03-2022,S003,P0005,Toys,West,340,213,107,227.08,44.31,20,Rainy,0,43.08,Summer
24-01-2022,S005,P0011,Clothing,East,78,74,104,85.46,51.27,5,Cloudy,0,50.16,Autumn
05-04-2022,S005,P0004,Clothing,East,229,121,149,140.16,39.54,20,Rainy,0,38.13,Autumn
12-03-2022,S004,P0004,Furniture,South,137,97,63,108.47,88.9,15,Rainy,1,88.79,Summer
06-04-2022,S003,P0020,Toys,North,430,245,193,248.64,91.29,5,Cloudy,0,93.52,Summer
20-05-2022,S001,P0019,Toys,West,317,156,131,155.91,60.92,10,Snowy,1,65.4,Summer
10-04-2022,S002,P0012,Groceries,West,500,61,168,80.63,91.83,5,Sunny,0,93.59,Autumn
12-03-2022,S003,P0003,Toys,South,209,130,181,128.51,29.73,20,Cloudy,0,28.81,Winter
06-05-2022,S002,P0001,Clothing,East,399,327,22,326.03,76.01,15,Snowy,1,77.85,Spring
05-05-2022,S001,P0005,Electronics,West,226,148,44,162.71,43.67,5,Rainy,0,44.54,Summer
24-03-2022,S001,P0016,Furniture,East,91,86,173,101.79,21.37,5,Rainy,1,17.55,Spring
02-03-2022,S003,P0012,Electronics,North,118,83,188,102.16,70.47,15,Cloudy,1,69.55,Summer
11-03-2022,S004,P0018,Toys,South,369,79,159,77.29,30.74,0,Snowy,1,32.86,Spring
14-05-2022,S001,P0002,Toys,South,74,56,158,51.37,27.63,10,Sunny,1,28.7,Winter
04-03-2022,S004,P0011,Furniture,South,236,113,52,105.46,90.01,0,Sunny,1,87.9,Summer
16-03-2022,S003,P0014,Toys,North,245,24,128,38.65,89.71,10,Cloudy,1,89.04,Spring
14-03-2022,S004,P0012,Furniture,South,175,59,105,49.34,30.8,0,Snowy,0,32.12,Summer
04-05-2022,S004,P0009,Electronics,West,79,57,141,49.58,78.03,10,Rainy,1,77.92,Summer
11-02-2022,S002,P0004,Toys,West,387,46,102,57.82,68.5,5,Sunny,1,65.94,Winter
12-01-2022,S002,P0020,Furniture,North,461,219,99,233.98,79.94,10,Snowy,1,82.61,Spring
22-02-2022,S005,P0013,Groceries,South,206,131,144,140.64,19.75,5,Sunny,0,21.06,Winter
19-03-2022,S003,P0008,Furniture,North,128,21,158,28.14,39.45,15,Sunny,1,39.81,Autumn
08-05-2022,S001,P0015,Electronics,West,433,53,70,65.73,90.81,5,Sunny,1,90.49,Winter
13-04-2022,S004,P0004,Electronics,North,106,89,88,99.61,40.36,0,Rainy,1,42.77,Autumn
23-04-2022,S004,P0014,Furniture,West,108,59,96,52.74,79.79,0,Snowy,1,82.8,Autumn
25-02-2022,S002,P0009,Groceries,West,195,2,183,6.47,19.77,10,Cloudy,0,15.24,Summer
09-01-2022,S002,P0009,Electronics,North,306,252,166,258.01,72.99,20,Cloudy,1,71.11,Spring
27-05-2022,S005,P0003,Electronics,North,211,170,24,183.55,71.18,15,Rainy,1,72.89,Autumn
07-02-2022,S003,P0014,Furniture,North,162,44,166,45.41,70.4,15,Snowy,1,73.53,Autumn
18-03-2022,S003,P0001,Electronics,North,494,44,150,38.5,98.02,5,Sunny,1,97.34,Winter
01-05-2022,S002,P0017,Clothing,North,56,48,30,67.52,72.18,10,Rainy,1,70.53,Autumn
03-05-2022,S001,P0015,Electronics,West,355,314,33,315.68,72.82,15,Cloudy,0,70.01,Summer
13-01-2022,S004,P0002,Toys,North,196,103,54,107.77,82.18,0,Sunny,1,85.48,Autumn
14-02-2022,S003,P0002,Toys,West,338,255,139,249.03,86.36,5,Cloudy,1,88.09,Autumn
27-03-2022,S005,P0002,Groceries,South,410,358,178,369.72,17.8,10,Rainy,0,20.51,Winter
14-03-2022,S003,P0008,Toys,West,216,84,105,90.73,12.69,0,Sunny,0,15.52,Spring
27-04-2022,S002,P0004,Electronics,West,434,403,71,393.83,46.56,5,Cloudy,0,44.79,Autumn
09-04-2022,S002,P0001,Furniture,East,222,46,200,37.93,18.12,5,Cloudy,0,17.95,Spring
26-04-2022,S001,P0014,Toys,North,280,107,129,121.64,95.42,15,Cloudy,0,95.06,Winter
25-05-2022,S002,P0008,Clothing,East,105,92,39,94.35,65.33,20,Rainy,1,68.93,Autumn
26-01-2022,S005,P0010,Furniture,North,441,370,183,386.1,37.96,5,Rainy,1,39.07,Winter
21-05-2022,S001,P0005,Furniture,West,362,96,180,95.09,21.48,5,Cloudy,0,23.18,Autumn
15-03-2022,S002,P0005,Groceries,East,263,176,145,170.26,74.09,10,Cloudy,1,69.16,Winter
05-04-2022,S001,P0004,Furniture,North,111,74,172,65.3,92.38,5,Cloudy,0,88.0,Winter
29-04-2022,S003,P0004,Groceries,East,325,318,127,308.67,86.52,20,Sunny,1,88.11,Summer
24-02-2022,S001,P0007,Furniture,East,235,12,109,2.17,42.12,0,Rainy,1,43.89,Winter
29-01-2022,S001,P0003,Groceries,South,164,27,76,31.4,81.65,10,Snowy,1,80.26,Spring
06-03-2022,S002,P0004,Groceries,East,335,28,80,40.6,95.74,10,Sunny,1,97.12,Winter
27-02-2022,S005,P0015,Toys,North,487,343,172,357.02,81.94,20,Cloudy,1,77.04,Autumn
27-01-2022,S005,P0005,Groceries,West,308,94,165,107.8,98.81,20,Cloudy,1,99.82,Winter
10-04-2022,S001,P0003,Clothing,West,60,48,30,49.26,94.62,10,Rainy,1,93.01,Spring
30-03-2022,S001,P0018,Electronics,South,70,52,122,54.05,32.86,20,Sunny,1,35.33,Autumn
03-02-2022,S001,P0008,Electronics,North,146,103,27,119.89,59.02,5,Sunny,1,56.68,Summer
19-05-2022,S005,P0019,Toys,East,357,261,160,251.94,24.84,20,Sunny,0,25.06,Autumn
18-02-2022,S004,P0003,Furniture,South,372,306,197,323.22,87.99,15,Rainy,1,86.13,Winter
08-04-2022,S002,P0018,Toys,West,276,184,93,197.82,78.28,15,Cloudy,0,80.16,Autumn
05-01-2022,S004,P0017,Toys,South,278,75,56,90.62,60.17,5,Sunny,0,55.33,Summer
24-04-2022,S005,P0017,Toys,North,102,14,55,29.49,36.36,20,Sunny,0,36.68,Autumn
15-02-2022,S004,P0002,Toys,North,75,14,160,18.02,85.65,5,Snowy,1,81.96,Autumn
23-03-2022,S005,P0017,Furniture,North,372,42,63,43.43,40.03,0,Snowy,1,39.53,Summer
21-01-2022,S001,P0010,Electronics,North,74,74,39,88.43,68.57,15,Cloudy,1,65.56,Autumn
11-02-2022,S001,P0016,Toys,North,315,226,36,234.84,61.68,5,Cloudy,1,61.65,Autumn
06-04-2022,S005,P0015,Electronics,North,310,296,99,305.89,58.53,0,Snowy,1,61.53,Summer
29-03-2022,S005,P0009,Clothing,South,225,130,63,131.33,54.09,10,Rainy,0,56.88,Autumn
17-02-2022,S001,P0007,Electronics,North,69,69,126,86.85,23.71,10,Snowy,0,28.59,Summer
04-01-2022,S002,P0020,Furniture,East,403,349,42,340.49,21.47,0,Rainy,0,17.22,Winter
08-02-2022,S001,P0005,Toys,South,454,227,30,231.76,88.4,10,Cloudy,1,89.65,Spring
17-03-2022,S001,P0015,Clothing,South,144,0,86,-8.79,39.52,10,Sunny,1,44.31,Autumn
17-01-2022,S005,P0004,Clothing,West,184,160,161,156.35,12.41,10,Snowy,0,17.34,Winter
19-02-2022,S005,P0005,Furniture,West,260,188,155,198.84,63.49,5,Sunny,0,60.85,Autumn
08-01-2022,S005,P0015,Groceries,South,307,230,20,241.79,96.08,0,Rainy,0,92.66,Autumn
11-04-2022,S003,P0002,Toys,West,316,8,90,27.61,13.91,5,Sunny,1,16.6,Summer
25-05-2022,S003,P0003,Toys,North,313,199,87,218.45,69.35,20,Cloudy,0,65.9,Winter
14-04-2022,S001,P0010,Toys,East,355,89,42,98.71,59.62,5,Cloudy,0,55.77,Summer
11-01-2022,S002,P0015,Furniture,North,266,144,192,151.74,45.52,15,Snowy,0,46.33,Winter
15-01-2022,S003,P0015,Electronics,South,387,168,70,186.2,30.68,10,Snowy,0,26.38,Spring
22-04-2022,S003,P0007,Furniture,South,155,119,103,129.24,16.16,20,Snowy,1,16.67,Spring
16-01-2022,S002,P0015,Clothing,West,215,132,149,148.23,84.99,10,Cloudy,1,87.04,Winter
31-03-2022,S002,P0010,Electronics,East,144,54,61,63.39,44.58,0,Cloudy,0,47.41,Summer
04-04-2022,S003,P0014,Furniture,South,290,61,102,78.42,85.52,5,Cloudy,1,82.94,Summer
16-03-2022,S005,P0005,Toys,South,121,29,98,25.25,23.17,20,Snowy,1,26.47,Autumn
14-04-2022,S002,P0008,Groceries,West,58,23,107,33.03,29.33,0,Rainy,0,25.06,Autumn
20-02-2022,S003,P0010,Clothing,North,293,162,75,176.86,94.32,15,Sunny,0,92.95,Spring
31-01-2022,S005,P0019,Clothing,North,191,1,56,-2.84,71.67,0,Cloudy,0,74.3,Winter
02-01-2022,S004,P0009,Furniture,South,110,90,28,103.6,12.4,20,Snowy,0,8.56,Autumn
09-04-2022,S003,P0002,Toys,North,286,264,86,274.68,89.58,15,Snowy,0,90.65,Spring
15-01-2022,S005,P0014,Clothing,North,147,87,114,88.45,25.07,10,Sunny,0,24.39,Autumn
12-03-2022,S003,P0019,Furniture,West,65,37,38,27.56,38.12,0,Snowy,1,40.65,Autumn
01-04-2022,S005,P0010,Clothing,West,288,81,119,97.92,91.69,15,Cloudy,1,93.43,Winter
30-01-2022,S004,P0007,Electronics,West,310,254,156,258.74,35.95,10,Rainy,0,37.8,Autumn
05-01-2022,S002,P0015,Clothing,South,70,24,28,17.01,52.21,20,Cloudy,0,56.17,Summer
19-05-2022,S003,P0005,Clothing,North,387,75,65,92.94,66.39,15,Sunny,0,63.45,Spring
20-05-2022,S005,P0018,Electronics,South,231,141,63,138.35,49.85,5,Rainy,0,48.54,Autumn
19-04-2022,S003,P0001,Electronics,North,257,59,147,50.51,35.59,20,Cloudy,0,36.09,Spring
13-02-2022,S001,P0014,Furniture,South,150,6,165,5.56,78.17,15,Snowy,1,78.65,Winter
